0	23	10	1	0	0	1	0	0	0	1	1
0	26	12	0	0	0	0	0	0	12383.68	1	1
0	22	9	1	0	0	1	0	0	0	1	1
0	18	9	1	0	0	1	0	0	10740.08	1	1
0	45	11	1	0	0	1	0	0	11796.47	1	1
0	18	9	1	0	0	1	0	0	9227.052	1	1
0	24	8	0	0	0	1	0	0	10569.27	1	1
0	34	11	1	0	1	1	0	0	6040.335	1	1
0	24	4	0	1	0	1	0	0	3880.833	1	1
0	36	10	1	0	0	1	0	0	0	1	1
0	21	14	1	0	0	0	0	0	5775.062	1	1
0	28	9	1	0	0	1	0	0	0	1	1
0	27	7	1	0	1	1	0	0	0	1	1
0	19	11	0	0	0	1	0	0	0	1	1
0	20	8	1	0	0	1	0	0	0	1	1
0	34	12	1	0	0	0	0	0	2113.722	1	1
0	24	10	1	0	0	1	0	0	7618.639	1	1
0	22	8	0	1	0	1	0	0	9920.945	1	1
0	25	11	1	0	0	1	0	0	4196.375	1	1
0	39	9	1	0	0	1	0	0	0	1	1
0	19	9	1	0	1	1	0	0	16658.25	1	1
0	44	9	1	0	0	1	0	0	9722.003	1	1
0	27	8	1	0	0	1	0	0	3783.66	1	1
0	25	8	1	0	0	1	0	0	3515.929	1	1
0	31	10	1	0	0	1	0	0	17014.59	1	1
0	34	10	1	0	1	1	0	0	0	1	1
0	21	7	0	1	0	1	0	0	0	1	1
0	33	12	1	0	0	0	0	0	5970.257	1	1
0	18	10	0	1	0	1	0	0	1859.167	1	1
0	26	12	1	0	1	0	0	0	6191.943	1	1
0	31	12	1	0	0	0	0	0	7284.394	1	1
0	35	10	1	0	0	1	0	0	445.8309	1	1
0	20	12	1	0	0	0	0	0	0	1	1
0	25	11	1	0	0	1	0	0	0	1	1
0	25	10	1	0	0	1	0	0	7367.04	1	1
0	35	11	1	0	0	1	0	0	0	1	1
0	20	10	1	0	0	1	0	0	2015.503	1	1
0	25	9	0	1	0	1	0	0	15791.13	1	1
0	27	10	1	0	0	1	0	0	1135.47	1	1
0	20	11	0	1	0	1	0	0	6378.72	1	1
0	26	11	1	0	0	1	0	0	7176.187	1	1
0	38	8	1	0	0	1	0	0	0	1	1
0	34	10	1	0	0	1	0	0	7952.54	1	1
0	19	12	1	0	0	0	0	0	0	1	1
0	32	8	1	0	0	1	0	0	7152.132	1	1
0	20	9	0	1	0	1	0	0	8329.823	1	1
0	23	10	1	0	0	1	0	0	0	1	1
0	38	10	1	0	0	1	0	0	12429.91	1	1
0	24	11	1	0	0	1	0	0	0	1	1
0	23	11	1	0	0	1	0	0	5088.76	1	1
0	20	7	0	1	0	1	0	0	4374.04	1	1
0	21	11	1	0	0	1	0	0	1553.291	1	1
0	25	10	1	0	0	1	0	0	0	1	1
0	22	11	1	0	1	1	0	0	1698.304	1	1
0	23	11	1	0	0	1	0	0	0	1	1
0	24	12	0	0	0	0	0	0	11294.63	1	1
0	29	11	1	0	0	1	0	0	0	1	1
0	24	11	1	0	0	1	0	0	14626.39	1	1
0	22	9	1	0	0	1	0	0	12898.38	1	1
0	28	11	1	0	0	1	0	0	5767.133	1	1
0	18	10	0	1	0	1	0	0	6527.919	1	1
0	26	10	1	0	0	1	0	0	3931.238	1	1
